season,team,rush_attempts,pass_rate,rush_rate,epa_per_pass,epa_per_rush,rush_success_rate,pass_success_rate,yards_per_carry,pct_off_10_personnel,pct_off_11_personnel,pct_off_12_personnel,pct_off_13_personnel,pct_off_21_personnel,pct_off_22_personnel,avg_box_count_on_rush,epa_per_rush_vs_base,epa_per_rush_vs_nickel,epa_per_rush_vs_dime,pct_def_base,pct_def_nickel,pct_def_dime,avg_db_weight,avg_lb_weight,avg_height_in_db,avg_height_in_lb,avg_forty_lb,avg_forty_db,team_rushing_rank,run_first_label
2014,LV,332,0.662,0.338,-0.158000007,-0.234999999,0.31,0.396,3.75,0,0,0,0,0,0,,,,,0,0,0,,,,,4.676,4.492,32,pass_first
2014,MIA,387,0.623,0.377,0.037999999,-0.050000001,0.481,0.483,4.880000114,0,0,0,0,0,0,,,,,0,0,0,201.2,248.9,71,74.6,4.676,4.492,13,pass_first
2014,MIN,403,0.583,0.417,-0.057,-0.005,0.412,0.422,4.519999981,0,0,0,0,0,0,,,,,0,0,0,200.4,242.8,71.4,74.9,4.676,4.492,2,pass_first
2014,NE,487,0.614,0.386,0.180999994,-0.008,0.441,0.49,4.130000114,0,0,0,0,0,0,,,,,0,0,0,202.5,247.9,71.4,74.3,4.676,4.492,4,pass_first
2014,NO,397,0.633,0.367,0.100000001,-0.013,0.423,0.501,4.599999905,0,0,0,0,0,0,,,,,0,0,0,204.1,242.3,72.2,72.9,4.676,4.492,6,pass_first
2014,NYG,441,0.591,0.409,0.056000002,-0.119000003,0.347,0.451,3.660000086,0,0,0,0,0,0,,,,,0,0,0,196.5,240.1,71.6,74.5,4.676,4.492,23,pass_first
2014,NYJ,501,0.521,0.479,-0.115999997,-0.055,0.413,0.388,4.559999943,0,0,0,0,0,0,,,,,0,0,0,197.6,257.9,71.5,75,4.676,4.492,14,run_first
2014,PHI,457,0.588,0.412,0.044,-0.101000004,0.403,0.452,4.389999866,0,0,0,0,0,0,,,,,0,0,0,200.9,251.7,71.9,74.4,4.676,4.492,21,pass_first
2014,PIT,424,0.62,0.38,0.195999995,-0.071000002,0.415,0.512,4.329999924,0,0,0,0,0,0,,,,,0,0,0,199.1,244.4,70.8,73.2,4.676,4.492,16,pass_first
2014,SEA,594,0.494,0.506,0.082000002,0.104999997,0.47,0.414,5.460000038,0,0,0,0,0,0,,,,,0,0,0,204.2,237.8,72.5,73.5,4.676,4.492,1,run_first
2014,SF,455,0.542,0.458,-0.006,-0.088,0.418,0.419,4.820000172,0,0,0,0,0,0,,,,,0,0,0,201.3,252.1,71.8,74,4.676,4.492,19,run_first
2014,TB,352,0.622,0.378,-0.090999998,-0.127000004,0.341,0.413,3.910000086,0,0,0,0,0,0,,,,,0,0,0,198.3,242.7,72,73,4.676,4.492,26,pass_first
2014,TEN,345,0.619,0.381,-0.136999995,-0.090000004,0.383,0.398,4.230000019,0,0,0,0,0,0,,,,,0,0,0,201.5,247.5,71.6,74.4,4.676,4.492,20,pass_first
2014,WAS,396,0.604,0.396,-0.07,-0.077,0.374,0.425,4.289999962,0,0,0,0,0,0,,,,,0,0,0,196.5,245.7,71.3,74.3,4.676,4.492,18,pass_first
2015,ARI,458,0.594,0.406,0.170000002,-0.037999999,0.413,0.498,4.46999979,0,0,0,0,0,0,,,,,0,0,0,,,,,4.682,4.495,9,pass_first
2015,ATL,407,0.617,0.383,0.093000002,-0.153999999,0.398,0.495,3.980000019,0,0,0,0,0,0,,,,,0,0,0,201.9,237.9,71.4,73.7,4.682,4.495,29,pass_first
2015,BAL,382,0.646,0.354,-0.034000002,-0.144999996,0.393,0.446,3.880000114,0,0,0,0,0,0,,,,,0,0,0,,,,,4.682,4.495,28,pass_first
2015,BUF,495,0.506,0.494,0.052000001,0.041000001,0.41,0.421,4.960000038,0,0,0,0,0,0,,,,,0,0,0,193.3,243.7,71.2,73.9,4.682,4.495,2,run_first
2015,CAR,607,0.51,0.49,0.123999998,0.012,0.428,0.461,4.489999771,0,0,0,0,0,0,,,,,0,0,0,203.2,237.2,72.3,73.8,4.682,4.495,3,run_first
2015,CHI,463,0.547,0.453,0.009,-0.054000001,0.421,0.438,4.019999981,0,0,0,0,0,0,,,,,0,0,0,198,250.1,71.7,74.4,4.682,4.495,12,run_first
2015,CIN,475,0.55,0.45,0.191,-0.112000003,0.379,0.499,4.039999962,0,0,0,0,0,0,,,,,0,0,0,199.1,245.5,71.8,73.3,4.682,4.495,22,run_first
2015,CLE,374,0.64,0.36,-0.081,-0.100000001,0.39,0.405,4.099999905,0,0,0,0,0,0,,,,,0,0,0,,,,,4.682,4.495,19,pass_first
2015,DAL,400,0.583,0.417,-0.128000006,-0.021,0.415,0.448,4.739999771,0,0,0,0,0,0,,,,,0,0,0,204.4,241.1,72.1,74,4.682,4.495,6,pass_first
2015,DEN,492,0.603,0.397,-0.081,-0.128999993,0.331,0.419,4.119999886,0,0,0,0,0,0,,,,,0,0,0,201,244.2,71,74.1,4.682,4.495,26,pass_first
2015,DET,344,0.663,0.337,0.012,-0.083999999,0.384,0.479,3.930000067,0,0,0,0,0,0,,,,,0,0,0,198.1,241.6,71.4,73.7,4.682,4.495,18,pass_first
2015,GB,476,0.597,0.403,0,-0.039000001,0.397,0.416,4.5,0,0,0,0,0,0,,,,,0,0,0,199.1,253.1,71.8,74.8,4.682,4.495,10,pass_first
2015,HOU,476,0.593,0.407,-0.048,-0.118000001,0.33,0.433,3.930000067,0,0,0,0,0,0,,,,,0,0,0,,,,,4.682,4.495,23,pass_first
2015,IND,377,0.635,0.365,-0.045000002,-0.167999998,0.353,0.424,3.869999886,0,0,0,0,0,0,,,,,0,0,0,199.9,250.3,71.4,73.6,4.682,4.495,30,pass_first
2015,JAX,348,0.655,0.345,-0.002,-0.173999995,0.382,0.432,4.25,0,0,0,0,0,0,,,,,0,0,0,203,239.9,72.4,73.6,4.682,4.495,31,pass_first
2015,KC,489,0.55,0.45,0.014,0.052000001,0.436,0.443,4.78000021,0,0,0,0,0,0,,,,,0,0,0,204,249.4,72.3,74.3,4.682,4.495,1,run_first
2015,LA,416,0.541,0.459,-0.195999995,-0.119000003,0.368,0.376,4.739999771,0,0,0,0,0,0,,,,,0,0,0,,,,,4.682,4.495,24,run_first
2015,LAC,387,0.647,0.353,0.081,-0.181999996,0.331,0.48,3.529999971,0,0,0,0,0,0,,,,,0,0,0,,,,,4.682,4.495,32,pass_first
2015,LV,358,0.641,0.359,-0.02,-0.105999999,0.344,0.43,4.099999905,0,0,0,0,0,0,,,,,0,0,0,,,,,4.682,4.495,21,pass_first
2015,MIA,335,0.654,0.346,-0.006,-0.074000001,0.364,0.42,4.5,0,0,0,0,0,0,,,,,0,0,0,200.1,248.3,71.2,74.4,4.682,4.495,15,pass_first
2015,MIN,489,0.518,0.482,-0.035999998,0.009,0.38,0.401,4.690000057,0,0,0,0,0,0,,,,,0,0,0,200.8,241.9,71.7,74.9,4.682,4.495,4,run_first
2015,NE,390,0.663,0.337,0.149000004,-0.027000001,0.397,0.456,3.880000114,0,0,0,0,0,0,,,,,0,0,0,202.4,249.4,71.4,74.1,4.682,4.495,7,pass_first
2015,NO,383,0.646,0.354,0.145999998,-0.059999999,0.384,0.469,3.940000057,0,0,0,0,0,0,,,,,0,0,0,200.5,243.1,71.7,73.3,4.682,4.495,14,pass_first
2015,NYG,396,0.621,0.379,0.085000001,-0.104999997,0.396,0.458,4.090000153,0,0,0,0,0,0,,,,,0,0,0,199.6,240.5,71.6,73.7,4.682,4.495,20,pass_first
2015,NYJ,435,0.59,0.41,0.092,-0.075000003,0.375,0.446,4.320000172,0,0,0,0,0,0,,,,,0,0,0,200.6,253.9,71.4,75.6,4.682,4.495,16,pass_first
2015,PHI,430,0.605,0.395,-0.027000001,-0.079999998,0.398,0.44,4.079999924,0,0,0,0,0,0,,,,,0,0,0,199.8,247.6,72.1,74.2,4.682,4.495,17,pass_first
2015,PIT,416,0.631,0.369,0.064999998,-0.008,0.411,0.463,4.800000191,0,0,0,0,0,0,,,,,0,0,0,198.5,243.6,70.6,73.4,4.682,4.495,5,pass_first
2015,SEA,518,0.543,0.457,0.193000004,-0.033,0.448,0.488,4.769999981,0,0,0,0,0,0,,,,,0,0,0,200.8,241.2,72.7,73.9,4.682,4.495,8,run_first
2015,SF,379,0.605,0.395,-0.112000003,-0.048999999,0.409,0.375,4.099999905,0,0,0,0,0,0,,,,,0,0,0,200.6,246.9,71.7,74.2,4.682,4.495,11,pass_first
2015,TB,444,0.559,0.441,0.064999998,-0.057,0.423,0.462,4.909999847,0,0,0,0,0,0,,,,,0,0,0,199.3,234.4,71.1,73.1,4.682,4.495,13,pass_first
2015,TEN,367,0.622,0.378,-0.112999998,-0.128000006,0.36,0.437,4.070000172,0,0,0,0,0,0,,,,,0,0,0,198.9,247.8,71.5,74.2,4.682,4.495,25,pass_first
2015,WAS,432,0.596,0.404,0.131999999,-0.143999994,0.35,0.474,3.849999905,0,0,0,0,0,0,,,,,0,0,0,198.9,247.3,71.5,74.4,4.682,4.495,27,pass_first
2016,ARI,392,0.637,0.363,0.009,-0.075000003,0.421,0.456,4.440000057,0.123,0.548,0.236,0.039,0.017,0.001,6.929999828,-0.112999998,-0.072999999,0.757000029,0.211,0.726,0.062,201,246.6,71.8,74.9,4.687,4.497,21,pass_first
2016,ATL,484,0.585,0.415,0.324000001,0.029999999,0.432,0.54,4.650000095,0.006,0.46,0.164,0.074,0.256,0.027,7.079999924,0.028000001,0.024,0.184,0.186,0.635,0.179,200.6,238.3,71.6,74.1,4.687,4.497,3,pass_first
2016,BAL,355,0.666,0.334,-0.056000002,-0.045000002,0.375,0.43,4.159999847,0.003,0.539,0.211,0.037,0.124,0.024,6.840000153,-0.135000005,0.033,1.269999981,0.333,0.615,0.05,193,249,71.3,73.6,4.687,4.497,11,pass_first
2016,BUF,488,0.516,0.484,0.039000001,0.097000003,0.484,0.429,5.409999847,0.003,0.443,0.162,0.001,0.303,0.048,7.019999981,0.029999999,0.234999999,0.224999994,0.369,0.487,0.144,197.3,247.3,72,73.5,4.687,4.497,1,run_first
2016,CAR,448,0.573,0.427,-0.048,-0.067000002,0.375,0.433,4.059999943,0,0.513,0.272,0.005,0.106,0.071,7.079999924,-0.009,-0.129999995,-0.066,0.406,0.594,0,204.4,234.3,72,73.2,4.687,4.497,20,pass_first
2016,CHI,373,0.611,0.389,-0.001,-0.096000001,0.397,0.474,4.670000076,0,0.649,0.235,0.03,0.068,0.002,6.960000038,-0.166999996,-0.021,-0.151999995,0.264,0.689,0.047,196.3,248.9,71.7,74.4,4.687,4.497,23,pass_first
2016,CIN,437,0.579,0.421,0.079999998,-0.012,0.4,0.48,4.070000172,0.002,0.693,0.195,0.036,0.035,0.022,6.730000019,-0.057,0.025,0.011,0.269,0.704,0.027,197.2,247.9,71.9,73.8,4.687,4.497,7,pass_first
2016,CLE,348,0.646,0.354,-0.057999998,-0.101999998,0.376,0.383,4.929999828,0.001,0.616,0.152,0.035,0.121,0.044,6.679999828,-0.128000006,-0.096000001,0.090999998,0.419,0.556,0.023,195.8,247,70.8,74.2,4.687,4.497,26,pass_first
2016,DAL,508,0.52,0.48,0.187999994,0.079000004,0.469,0.507,5.039999962,0,0.596,0.149,0.017,0.095,0.085,6.989999771,-0.024,0.218999997,-0.882000029,0.204,0.543,0.253,203,241.3,71.7,73.9,4.687,4.497,2,run_first
2016,DEN,397,0.606,0.394,-0.018999999,-0.145999998,0.348,0.438,3.779999971,0.092,0.504,0.113,0.006,0.209,0.004,6.78000021,-0.173999995,-0.143000007,0,0.616,0.006,0.378,199.5,241.2,71.4,73.8,4.687,4.497,30,pass_first
2016,DET,357,0.651,0.349,0.098999999,-0.097999997,0.37,0.478,3.829999924,0.031,0.748,0.099,0.004,0.051,0.012,6.639999866,-0.280999988,-0.014,0.156000003,0.259,0.555,0.186,200.6,243,71.3,74.3,4.687,4.497,25,pass_first
2016,GB,418,0.655,0.345,0.188999996,-0.014,0.409,0.473,4.75,0.037,0.5,0.073,0,0.053,0.01,6.489999771,-0.204999998,0.048999999,0.090999998,0.105,0.556,0.338,197.3,251.4,71.5,75.1,4.687,4.497,8,pass_first
2016,HOU,508,0.572,0.428,-0.119000003,-0.094999999,0.36,0.437,4.139999866,0.013,0.593,0.168,0.008,0.106,0.03,6.829999924,-0.182999998,-0.100000001,0.407999992,0.356,0.381,0.262,196.5,250.8,71.5,74.9,4.687,4.497,22,pass_first
2016,IND,391,0.616,0.384,0.082999997,-0.061000001,0.404,0.48,4.210000038,0,0.6,0.314,0.055,0.001,0.004,6.829999924,-0.141000003,-0.037999999,0.381000012,0.347,0.421,0.23,200.8,245.8,71.8,73.5,4.687,4.497,17,pass_first
2016,JAX,387,0.631,0.369,-0.07,-0.112000003,0.372,0.418,4.239999771,0.005,0.75,0.2,0.012,0.002,0.011,6.610000134,-0.26699999,-0.024,0.017000001,0.39,0.608,0.002,203.1,238.1,71.9,73.4,4.687,4.497,27,pass_first
2016,KC,406,0.602,0.398,0.057,-0.055,0.387,0.449,4.5,0.002,0.479,0.195,0.096,0.107,0.024,6.820000172,-0.022,-0.059999999,-0.335999995,0.281,0.255,0.463,198.6,245,71.9,74.1,4.687,4.497,15,pass_first
2016,LA,366,0.615,0.385,-0.268999994,-0.167999998,0.358,0.353,3.450000048,0.002,0.647,0.253,0.029,0.024,0.011,6.880000114,-0.137999997,-0.181999996,-0.712000012,0.182,0.734,0.084,199.5,233.3,71.5,74.1,4.687,4.497,31,pass_first
2016,LAC,393,0.611,0.389,0.057,-0.097000003,0.366,0.451,3.859999895,0,0.584,0.183,0.044,0.058,0.052,6.96999979,-0.157000005,0.006,-0.27700001,0.374,0.459,0.167,,,,,4.687,4.497,24,pass_first
2016,LV,436,0.604,0.396,0.054000001,-0.048,0.406,0.437,4.630000114,0.018,0.559,0.061,0,0.144,0.066,6.860000134,-0.104999997,-0.028999999,0.119999997,0.45,0.535,0.014,,,,,4.687,4.497,14,pass_first
2016,MIA,421,0.566,0.434,0.046999998,-0.064999998,0.371,0.46,4.46999979,0.006,0.751,0.149,0.03,0.018,0.02,6.78000021,-0.030999999,-0.086000003,-0.148000002,0.366,0.624,0.011,200.9,239.8,72.1,73.7,4.687,4.497,19,pass_first
2016,MIN,367,0.631,0.369,0.064999998,-0.226999998,0.33,0.474,3.339999914,0.003,0.627,0.131,0.021,0.09,0.073,7.070000172,-0.308999985,-0.152999997,0.119000003,0.275,0.717,0.008,201.8,243.2,71.9,74.9,4.687,4.497,32,pass_first
2016,NE,537,0.574,0.426,0.239999995,-0.046999998,0.384,0.486,4.019999981,0.03,0.46,0.15,0,0.204,0.048,7.119999886,-0.114,0.041000001,-0.035999998,0.108,0.638,0.253,201.6,250.2,71.4,74.4,4.687,4.497,12,pass_first
2016,NO,395,0.638,0.362,0.151999995,0.006,0.423,0.514,4.449999809,0.019,0.565,0.102,0.011,0.167,0.044,6.940000057,-0.067000002,0.074000001,0.247999996,0.164,0.669,0.163,198.4,241.7,71.5,74.1,4.687,4.497,5,pass_first
2016,NYG,398,0.626,0.374,-0.046,-0.119999997,0.347,0.438,3.769999981,0.004,0.914,0.042,0.001,0.002,0,6.199999809,-0.303000003,-0.111000001,0.013,0.31,0.526,0.164,199.3,241.5,71.8,73.9,4.687,4.497,28,pass_first
2016,NYJ,413,0.586,0.414,-0.122000001,-0.041999999,0.395,0.405,4.380000114,0.339,0.384,0.164,0.007,0.025,0.019,6.389999866,-0.063000001,-0.101000004,0.444999993,0.405,0.547,0.048,199.9,248.2,71.4,74.6,4.687,4.497,10,pass_first
2016,PHI,430,0.599,0.401,0.016000001,-0.059999999,0.449,0.435,4.260000229,0.011,0.527,0.241,0.059,0.031,0.04,6.710000038,-0.189999998,-0.003,0.508000016,0.251,0.736,0.014,195.6,237.4,71,72.9,4.687,4.497,16,pass_first
2016,PIT,478,0.601,0.399,0.128000006,0.009,0.437,0.474,4.570000172,0.002,0.64,0.134,0.047,0.044,0.058,6.800000191,-0.013,-0.01,0.545000017,0.311,0.639,0.049,197.5,243.2,71.2,73.7,4.687,4.497,4,pass_first
2016,SEA,443,0.604,0.396,0.082000002,-0.061000001,0.379,0.48,4.269999981,0.006,0.614,0.189,0.037,0.084,0.014,6.71999979,-0.109999999,-0.039999999,0.054000001,0.315,0.677,0.008,204.8,237.1,73.3,73.7,4.687,4.497,17,pass_first
2016,SF,452,0.543,0.457,-0.115000002,-0.046999998,0.407,0.387,4.489999771,0.016,0.762,0.196,0.007,0.003,0,6.480000019,-0.189999998,0,-0.317000002,0.483,0.399,0.117,198.8,250.9,71.9,74.3,4.687,4.497,12,run_first
2016,TB,438,0.586,0.414,0.097999997,-0.141000003,0.372,0.486,3.74000001,0.006,0.581,0.184,0.024,0.094,0.07,7.010000229,-0.170000002,-0.129999995,0.163000003,0.389,0.61,0.001,196.8,234.1,71.2,73.1,4.687,4.497,29,pass_first
2016,TEN,464,0.534,0.466,0.074000001,-0.024,0.442,0.453,4.739999771,0.014,0.399,0.193,0.091,0.147,0.092,7.289999962,-0.075000003,0.097000003,0.194999993,0.298,0.557,0.145,199.2,249.6,71.1,74.4,4.687,4.497,9,run_first
2016,WAS,368,0.631,0.369,0.174999997,0,0.408,0.521,4.639999866,0,0.729,0.158,0.064,0.006,0.025,6.849999905,-0.048,0.027000001,0.013,0.244,0.661,0.095,199.9,246.1,71.9,74,4.687,4.497,6,pass_first
2017,ARI,395,0.622,0.378,-0.142000005,-0.187000006,0.334,0.398,3.539999962,0.134,0.508,0.26,0.043,0.011,0.009,7.090000153,-0.216000006,-0.158999994,-0.078000002,0.266,0.658,0.077,196,242.2,71.2,74.5,4.684,4.501,31,pass_first
2017,ATL,477,0.566,0.434,0.129999995,-0.093000002,0.386,0.48,4.340000153,0.025,0.478,0.205,0.016,0.183,0.035,7.070000172,-0.138999999,-0.074000001,0.261999995,0.217,0.757,0.026,197.5,235.2,71.8,73.8,4.684,4.501,21,pass_first
2017,BAL,445,0.571,0.429,-0.082000002,-0.048999999,0.42,0.418,4.210000038,0.013,0.395,0.355,0.065,0.026,0.105,7.159999847,-0.059,-0.022,0.005,0.319,0.4,0.281,197.4,248.5,71.7,73.9,4.684,4.501,12,pass_first
2017,BUF,504,0.528,0.472,-0.094999999,-0.059,0.379,0.393,4.289999962,0,0.541,0.172,0.009,0.191,0.052,7.019999981,-0.152999997,0.030999999,0.375999987,0.345,0.655,0,197,236.1,71.4,73.3,4.684,4.501,14,run_first
2017,CAR,499,0.538,0.462,-0.007,-0.052000001,0.387,0.418,4.480000019,0.004,0.482,0.222,0.033,0.135,0.087,7.059999943,-0.057,-0.079999998,0.712000012,0.487,0.511,0.002,200.8,235.8,71.9,73.7,4.684,4.501,13,run_first
2017,CHI,418,0.551,0.449,-0.134000003,-0.081,0.373,0.393,4.300000191,0,0.431,0.224,0.048,0.217,0.049,7.179999828,-0.142000005,0.071000002,-0.158000007,0.308,0.645,0.047,200,248,71.8,74.4,4.684,4.501,18,pass_first
2017,CIN,359,0.605,0.395,-0.090000004,-0.128999993,0.354,0.403,3.859999895,0.008,0.7,0.215,0.046,0.013,0,6.690000057,-0.127000004,-0.151999995,-0.041999999,0.319,0.68,0.001,197.5,241.5,71.6,72.8,4.684,4.501,28,pass_first
2017,CLE,382,0.62,0.38,-0.263999999,-0.01,0.419,0.345,4.5,0,0.626,0.125,0.034,0.168,0.032,6.789999962,-0.114,0.068000004,0.104000002,0.671,0.328,0.001,196.8,233.9,71.1,73.2,4.684,4.501,4,pass_first
2017,DAL,473,0.527,0.473,-0.078000002,0.079999998,0.452,0.416,4.599999905,0,0.611,0.147,0.092,0.043,0.066,7.070000172,0.046,0.055,0.266000003,0.256,0.521,0.223,198,236.3,71.4,73.1,4.684,4.501,1,run_first
2017,DEN,448,0.581,0.419,-0.165999994,-0.082000002,0.366,0.39,4.159999847,0.004,0.656,0.154,0.027,0.08,0.054,6.75,-0.199000001,0.014,0.034000002,0.455,0.182,0.363,196.9,240.3,72,73.8,4.684,4.501,19,pass_first
2017,DET,355,0.636,0.364,0.035999998,-0.217999995,0.315,0.451,3.460000038,0.003,0.731,0.184,0.035,0.025,0.013,6.760000229,-0.167999998,-0.234999999,-0.331999987,0.335,0.5,0.165,197.6,238.5,71.1,73.1,4.684,4.501,32,pass_first
2017,GB,378,0.619,0.381,-0.097000003,0.050000001,0.471,0.423,4.579999924,0.018,0.642,0.111,0.007,0.074,0.035,6.679999828,-0.017999999,0.061000001,0.465000004,0.242,0.295,0.463,198.7,246.3,71.8,74.3,4.684,4.501,2,pass_first
2017,HOU,446,0.564,0.436,-0.097999997,-0.063000001,0.365,0.41,4.139999866,0.004,0.514,0.111,0.002,0.19,0.006,6.809999943,-0.160999998,-0.022,0.246000007,0.428,0.323,0.249,194.7,252,71.7,74.7,4.684,4.501,15,pass_first
2017,IND,441,0.551,0.449,-0.150999993,-0.083999999,0.361,0.394,3.789999962,0,0.651,0.287,0.038,0.003,0.004,6.940000057,-0.138999999,-0.037,0.097999997,0.445,0.448,0.107,201.4,248.2,72.3,73.8,4.684,4.501,20,pass_first
2017,JAX,609,0.514,0.486,0.059999999,-0.012,0.381,0.45,4.440000057,0.008,0.52,0.165,0.053,0.144,0.083,7.349999905,-0.027000001,-0.01,0.286000013,0.297,0.701,0.002,196.9,234.9,71.3,72.6,4.684,4.501,5,run_first
2017,KC,413,0.599,0.401,0.153999999,-0.016000001,0.392,0.476,4.800000191,0,0.534,0.251,0.061,0.066,0.044,6.690000057,-0.075000003,-0.011,0.094999999,0.298,0.251,0.451,195.1,247.1,71.8,74.4,4.684,4.501,7,pass_first
2017,LA,451,0.568,0.432,0.093000002,-0.024,0.419,0.422,4.639999866,0,0.826,0.111,0.012,0.002,0,6.739999771,-0.254000008,0.014,0.597000003,0.61,0.364,0.026,191.9,244.8,70.8,74.5,4.684,4.501,8,pass_first
2017,LAC,403,0.598,0.402,0.163000003,-0.072999999,0.38,0.478,4.010000229,0.004,0.565,0.224,0.043,0.086,0.056,7.039999962,-0.178000003,0.07,0.055,0.271,0.244,0.485,198.8,236.7,71.6,72.7,4.684,4.501,17,pass_first
2017,LV,360,0.619,0.381,-0.024,-0.093000002,0.378,0.432,4.340000153,0.003,0.722,0.129,0.056,0.003,0.025,6.840000153,-0.317000002,0.018999999,0.261999995,0.358,0.575,0.067,,,,,4.684,4.501,21,pass_first
2017,MIA,353,0.643,0.357,-0.108999997,-0.153999999,0.354,0.414,3.960000038,0.006,0.749,0.15,0.061,0.002,0.002,6.829999924,-0.144999996,-0.152999997,-0.25,0.386,0.607,0.007,200.1,243.2,72.2,73.9,4.684,4.501,30,pass_first
2017,MIN,527,0.551,0.449,0.079000004,-0.093999997,0.366,0.457,4.079999924,0.013,0.577,0.205,0.022,0.061,0.079,7.050000191,-0.059,-0.127000004,-0.147,0.221,0.777,0.003,199,238.4,72,74.5,4.684,4.501,23,pass_first
2017,NE,495,0.608,0.392,0.232999995,-0.013,0.446,0.507,4.380000114,0.013,0.464,0.158,0.025,0.257,0.054,7.110000134,-0.046999998,0.012,0.046,0.155,0.482,0.362,201.3,244.9,71.7,74.5,4.684,4.501,6,pass_first
2017,NO,469,0.573,0.427,0.171000004,0.02,0.403,0.508,4.730000019,0.028,0.491,0.155,0.031,0.135,0.091,7.130000114,0.024,-0.002,0.231999993,0.254,0.598,0.148,194.6,240.8,71.2,74,4.684,4.501,3,pass_first
2017,NYG,388,0.625,0.375,-0.118000001,-0.107000001,0.363,0.43,4.019999981,0,0.61,0.28,0.048,0.023,0.025,6.929999828,-0.116999999,-0.129999995,0.093000002,0.297,0.594,0.109,197.9,239.6,71.6,74.1,4.684,4.501,26,pass_first
2017,NYJ,413,0.573,0.427,-0.050999999,-0.104000002,0.334,0.421,4.159999847,0.041,0.604,0.129,0.004,0.109,0.054,6.920000076,-0.261999995,-0.012,0.481000006,0.399,0.533,0.068,197.1,248.1,72,74.4,4.684,4.501,24,pass_first
2017,PHI,541,0.569,0.431,0.167999998,-0.037,0.405,0.472,4.650000095,0.015,0.657,0.211,0.047,0.022,0.037,6.869999886,-0.158000007,-0.015,0.303000003,0.272,0.561,0.167,193.5,237,71.4,73.4,4.684,4.501,10,pass_first
2017,PIT,435,0.608,0.392,0.152999997,-0.066,0.4,0.494,4.090000153,0,0.702,0.115,0,0.025,0.082,6.889999866,-0.089000002,-0.045000002,-0.037,0.42,0.338,0.242,197.4,245.1,71.4,73.8,4.684,4.501,16,pass_first
2017,SEA,395,0.603,0.397,0.027000001,-0.107000001,0.354,0.444,4.170000076,0.007,0.658,0.165,0.053,0.052,0.027,6.730000019,-0.243000001,-0.064000003,0.203999996,0.291,0.684,0.025,202.7,236.9,72.8,73.7,4.684,4.501,26,pass_first
2017,SF,398,0.62,0.38,-0.039000001,-0.048,0.389,0.423,4.199999809,0.004,0.465,0.147,0.016,0.321,0.025,7.159999847,-0.071999997,0.018999999,-0.344000012,0.332,0.447,0.221,199.2,238.4,72.3,73.8,4.684,4.501,11,pass_first
2017,TB,386,0.626,0.374,0.057,-0.105999999,0.355,0.489,3.779999971,0.001,0.611,0.202,0.054,0.063,0.037,6.980000019,-0.191,-0.059999999,0.507000029,0.373,0.622,0.004,195.6,230.6,71,73.5,4.684,4.501,25,pass_first
2017,TEN,474,0.563,0.437,-0.101000004,-0.028999999,0.414,0.416,4.46999979,0.004,0.47,0.203,0.097,0.096,0.076,7.239999771,-0.071000002,-0.035,0.958000004,0.292,0.685,0.022,196.1,246.5,71.4,74.3,4.684,4.501,9,pass_first
2017,WAS,392,0.597,0.403,-0.007,-0.150999993,0.347,0.439,3.720000029,0.001,0.655,0.242,0.083,0,0.006,7.059999943,-0.187000006,-0.150999993,-0.008,0.355,0.624,0.019,201.6,247.5,71.7,74.3,4.684,4.501,29,pass_first
2018,ARI,348,0.612,0.388,-0.317999989,-0.155000001,0.33,0.356,3.890000105,0,0.709,0.167,0.022,0.062,0.03,6.869999886,-0.112000003,-0.223000005,-0.057999998,0.087,0.865,0.048,198.9,231.2,71.6,73.2,4.682,4.499,31,pass_first
2018,ATL,344,0.659,0.341,0.151999995,-0.082000002,0.384,0.503,4.590000153,0.017,0.584,0.172,0.044,0.107,0.031,6.849999905,-0.098999999,-0.104999997,0.172999993,0.2,0.753,0.047,196.6,226.8,71.5,73.5,4.682,4.499,24,pass_first
2018,BAL,552,0.529,0.471,0.008,0.006,0.447,0.444,4.630000114,0.032,0.52,0.217,0.058,0.052,0.086,6.909999847,-0.136999995,0.209999993,-0.252999991,0.174,0.533,0.293,198.4,246.2,71.7,73.7,4.682,4.499,10,run_first
2018,BUF,459,0.541,0.459,-0.239999995,-0.041000001,0.388,0.367,4.340000153,0.003,0.681,0.124,0.006,0.107,0.027,6.730000019,0.003,-0.064000003,-0.130999997,0.211,0.789,0,196.2,234.6,71.6,73.7,4.682,4.499,19,run_first
2018,CAR,403,0.596,0.404,0.041999999,0.075000003,0.481,0.476,5.340000153,0,0.722,0.122,0.016,0.068,0.047,6.829999924,-0.011,0.129999995,0.245000005,0.391,0.609,0,197.6,235.9,71.8,73.3,4.682,4.499,4,pass_first
2018,CHI,469,0.559,0.441,0.071000002,-0.034000002,0.431,0.471,4.309999943,0.001,0.611,0.171,0.017,0.137,0.015,6.5,-0.180000007,-0.043000001,0.270000011,0.196,0.751,0.053,195.9,243.7,71.7,74.6,4.682,4.499,18,pass_first
2018,CIN,353,0.622,0.378,0.01,-0.050999999,0.394,0.441,4.78000021,0.004,0.723,0.16,0.024,0.044,0.024,6.639999866,-0.151999995,-0.077,0.224999994,0.321,0.623,0.056,195.4,240.3,71.5,73.2,4.682,4.499,20,pass_first
